product_id,Other,Aldehyde,Amide,Ketone,Ester,Alcohol,Carboxylic Acid,sentiment_score
P440305,1,0,0,0,0,0,0,0.741684482758621
P379510,1,0,0,0,0,1,0,0.741724828446662
P442859,1,0,0,0,0,0,0,0.741801694915254
P454935,1,0,0,1,0,0,1,0.741962699386503
P447782,1,0,0,1,0,0,0,0.741962699386503
P442003,1,0,0,0,1,1,0,0.742348863636364
P455229,1,0,0,1,0,0,0,0.7425
P471038,0,0,0,1,0,0,0,0.742638349514563
P454315,1,0,0,0,1,0,0,0.74301875
P443563,1,0,0,1,0,1,0,0.743034420096205
P456418,1,0,0,0,1,0,1,0.743351615168539
P459301,1,0,0,1,0,0,1,0.74373093645485
P456208,1,0,0,1,0,0,0,0.74373093645485
P476028,1,0,0,0,0,1,0,0.743888785046729
P454085,1,0,0,0,0,0,0,0.743922765957447
P455936,1,0,0,1,0,0,0,0.744067916666667
P453253,1,0,0,0,1,1,0,0.744342592592593
P482325,1,0,0,0,1,0,0,0.744544943820225
P500613,1,0,0,1,0,0,0,0.744663557858377
P462386,1,0,1,0,1,1,0,0.7447
P432048,1,1,0,0,1,0,1,0.7450271875
P439927,1,0,0,0,0,0,0,0.745340780141844
P501028,1,0,0,0,1,0,0,0.745466279069768
P422007,1,0,0,0,1,0,0,0.745998609501738
P471037,1,0,0,0,0,0,0,0.74623324742268
P470065,1,0,1,0,0,1,0,0.746472779369628
P448201,1,0,0,1,1,1,0,0.746542028985507
P454086,1,0,1,0,0,0,0,0.746554563492064
P480608,0,0,0,0,0,0,0,0.747426666666667
P12295,1,0,0,1,0,0,0,0.747636822429907
P399622,1,0,0,0,0,0,0,0.747824390243902
P392144,1,1,0,0,0,0,0,0.747949411764706
P453928,1,0,0,0,1,0,0,0.748519722222222
P500138,1,0,1,0,0,1,0,0.748848818897638
P457521,1,0,0,0,0,0,0,0.749114669421488
P473336,1,1,1,1,1,0,0,0.749585714285714
P461213,1,0,1,0,0,0,0,0.749825266362253
P442836,1,0,0,0,1,1,1,0.749840301507538
P479329,1,0,0,0,1,0,0,0.750619815668203
P460516,1,0,0,0,1,0,0,0.750726470588235
P474840,1,0,1,0,1,1,0,0.750780267558528
P454313,1,0,0,0,0,1,0,0.751088024564995
P380027,1,0,0,1,0,0,0,0.751175862068966
P457695,1,0,0,0,0,0,1,0.751220857142857
P481710,1,0,1,0,0,0,0,0.751414285714286
P468408,1,0,1,0,1,1,0,0.751547255689424
P402014,1,0,0,0,1,0,0,0.75158115942029
P440484,1,0,0,0,0,0,0,0.752126373626374
P438619,1,0,0,1,0,0,0,0.752245951035782
P454396,1,0,0,0,1,0,0,0.752277719528178
P464233,1,0,0,1,0,0,0,0.752378024691358
P447781,1,0,0,1,1,1,0,0.752378024691358
P482007,1,0,0,0,1,0,0,0.753038095238095
P423134,1,0,0,1,1,0,0,0.753332843137255
P454019,1,0,1,0,1,1,0,0.753369726247987
P386739,1,0,0,1,1,0,0,0.753522857142857
P471761,1,0,0,0,1,0,1,0.753854464285714
P456582,1,0,0,1,1,1,1,0.754045595854922
P444216,1,1,0,0,0,0,0,0.754837853107345
P440500,1,0,0,0,1,0,0,0.755080952380952
P479947,1,0,0,1,1,0,1,0.755533333333333
P455613,1,0,0,1,1,1,0,0.755580916030534
P472022,0,0,0,0,1,0,0,0.75566
P503865,1,0,0,1,1,1,0,0.755879891304348
P466163,1,0,1,1,0,0,0,0.755996774193548
P470509,1,0,0,0,1,0,1,0.756077079107505
P442744,0,0,0,0,1,0,0,0.756206955645161
P479734,1,0,1,1,1,0,1,0.756873872087258
P479706,1,0,1,1,1,0,0,0.756971948608137
P433443,1,1,0,0,0,0,0,0.756983805668016
P481366,1,0,1,0,1,1,1,0.757031235955056
P440658,1,0,0,0,1,0,0,0.757363432835821
P469818,1,0,0,0,1,0,0,0.757774641148325
P416563,0,0,0,0,0,1,1,0.758020652173913
P443549,1,0,1,1,1,0,1,0.75803125
P375850,1,0,0,0,1,0,0,0.758519912948858
P500701,1,0,0,1,1,1,0,0.758776713091922
P468351,1,0,0,1,1,0,1,0.758791965317919
P466164,1,0,0,1,1,1,0,0.758918328298087
P448200,1,0,1,1,1,0,1,0.759185365853659
P463036,1,0,0,0,1,0,0,0.759654138702461
P500016,1,0,0,0,0,0,0,0.759884615384616
P470041,1,0,0,0,0,1,0,0.759996937799043
P467602,1,0,0,1,1,1,0,0.76007057793345
P467111,1,0,0,0,1,0,1,0.760111464968153
P471567,1,0,0,1,1,1,0,0.760406451612903
P473148,1,0,0,0,1,1,0,0.760976984126984
P503693,1,0,1,0,1,1,1,0.760992757009346
P455909,1,0,0,0,1,1,0,0.761025
P474115,1,1,0,0,1,1,0,0.761148936170213
P475181,1,0,0,1,0,0,0,0.761200898203593
P475540,1,0,0,0,1,1,0,0.761223
P501169,1,0,0,1,0,1,0,0.761329914529915
P467110,1,0,0,0,1,1,0,0.761364937106918
P470529,1,0,1,0,1,0,0,0.761474947071277
P501288,1,0,0,0,0,1,0,0.761899413489736
P504515,1,1,0,1,1,1,0,0.76192
P460515,1,0,0,0,0,0,0,0.762104911591356
P469519,1,0,1,0,1,1,0,0.763079831932773
P481060,1,0,0,0,1,1,0,0.763105454545455
P481739,1,0,1,0,1,1,0,0.763142931258106
P502448,1,0,0,0,1,1,0,0.763533333333333
P440312,1,1,0,0,1,1,0,0.764210966212211
P423130,1,0,0,1,1,0,0,0.764532564102564
P472469,1,0,1,0,1,0,0,0.765261436170213
P478731,1,0,0,0,1,1,1,0.765363137254902
P480192,1,0,1,1,1,1,0,0.765896325459318
P469490,1,0,0,1,1,0,1,0.765959527121002
P476415,1,0,1,0,1,1,0,0.766056120092379
P457522,1,0,0,0,1,1,0,0.766100923076923
P456207,1,0,0,1,1,0,0,0.766129884318766
P462699,1,0,0,0,1,1,0,0.76616449765747
P476428,1,0,0,0,1,1,0,0.766485314685315
P501031,1,1,0,1,1,1,0,0.766538888888889
P503250,1,0,1,0,1,0,0,0.766582914572864
P471025,0,0,0,0,1,0,0,0.766619407894737
P380000,1,0,0,1,1,1,0,0.766974161073826
P446419,1,0,0,1,0,1,0,0.767429048843188
P473267,1,0,1,1,1,0,0,0.767586946107784
P469118,1,1,0,0,1,1,1,0.767594314381271
P473820,1,0,0,1,1,1,0,0.769047354014599
P473828,1,0,1,0,1,1,0,0.769174826789838
P481341,1,0,0,0,1,1,0,0.769266265060241
P418872,1,0,0,0,1,1,1,0.769275199089875
P467615,1,0,1,0,1,1,0,0.769447043010753
P422848,1,1,0,0,1,1,1,0.769457142857143
P501004,0,0,1,0,0,1,0,0.769992105263158
P454378,1,0,0,0,1,0,0,0.770439719626168
P456414,1,0,0,0,1,1,0,0.770660707269155
P501760,1,0,1,1,1,1,0,0.770668905742145
P387261,1,0,0,1,1,1,0,0.770722777777778
P411365,1,0,0,0,1,0,0,0.770837439379243
P456399,1,0,0,0,1,1,0,0.771012727272727
P458755,1,0,1,1,1,1,1,0.771062893081761
P501213,1,0,0,0,1,1,0,0.771256944444445
P504050,1,0,0,1,1,0,0,0.77127380952381
P482535,1,0,1,0,1,0,0,0.771345180136319
P500112,1,0,0,0,1,1,0,0.77164019138756
P480177,1,0,1,1,0,1,0,0.772462542955327
P503913,1,0,1,0,1,0,0,0.772479617834395
P469517,1,0,1,0,1,1,1,0.772605555555556
P504001,1,0,0,0,1,1,0,0.772722093023256
P460512,1,1,0,0,0,1,0,0.772750626702997
P423125,1,0,0,0,1,1,0,0.772892948717949
P480606,1,0,0,0,1,1,0,0.773803623188406
P400205,0,0,0,0,1,1,0,0.774127385892116
P455931,1,0,1,0,0,1,0,0.774156565656566
P448715,1,0,0,1,1,1,0,0.774223333333333
P467120,1,0,1,0,1,0,1,0.774672451790634
P445827,1,1,0,0,0,1,0,0.774683015873016
P479701,1,0,1,0,1,1,0,0.774695402298851
P413326,1,0,0,0,1,1,0,0.774727827380953
P469528,1,0,0,0,1,1,1,0.774776642335767
P505392,1,0,0,0,1,1,0,0.77508064516129
P475589,1,0,1,1,1,1,0,0.775384766839378
P474107,1,1,0,1,1,1,0,0.775835555555556
P483698,1,0,0,0,1,1,0,0.775848214285714
P423127,1,0,0,0,0,1,0,0.775867336683417
P471003,1,0,0,0,1,1,0,0.77618262295082
P467122,1,0,0,1,1,1,0,0.776232071269488
P482006,1,0,1,0,1,1,0,0.77639889298893
P483658,1,0,0,0,1,1,0,0.776451219512195
P500117,1,0,0,0,1,1,0,0.776833333333333
P460578,1,0,0,0,1,1,1,0.776890921409214
P467614,1,0,0,0,1,1,0,0.777154054054054
P483453,0,0,0,0,0,1,0,0.777175138121547
P477830,1,0,0,0,1,1,0,0.777412579617834
P468672,1,0,0,0,1,1,0,0.777628431372549
P469862,1,0,0,0,1,1,0,0.777694618834081
P483643,0,1,0,0,1,1,0,0.777703378378378
P462666,1,0,0,1,1,1,0,0.778118090452261
P448203,1,0,0,1,1,1,0,0.77829746835443
P482259,1,0,0,0,1,1,0,0.778322222222222
P504042,1,0,0,0,0,0,0,0.77885218579235
P476459,1,0,0,1,1,1,0,0.778893467336683
P482298,1,0,0,1,1,1,0,0.778935026269702
P501587,1,0,0,0,0,1,1,0.778949090909091
P470507,1,0,0,1,1,1,0,0.779096511627907
P479304,1,0,0,0,1,1,0,0.779114230769231
P481336,0,0,0,1,0,1,0,0.779245856353591
P456126,1,0,0,0,1,1,1,0.779257034220532
P482008,1,0,0,1,1,1,0,0.7795009375
P505408,1,0,1,1,1,0,0,0.779662
P474937,1,1,0,0,1,1,0,0.779674920969442
P447788,1,0,0,1,1,1,1,0.779705555555556
P445833,1,0,1,0,0,1,1,0.780175510204082
P440650,1,0,0,0,1,1,0,0.780309219858156
P397890,1,0,0,1,1,0,0,0.780329395138496
P476894,0,0,1,0,1,1,1,0.780538271604938
P466153,1,0,0,1,1,1,0,0.780693714285714
P479125,1,0,0,1,1,1,0,0.780693714285714
P479327,1,0,1,0,1,0,1,0.780713991769547
P500472,1,0,1,0,1,1,0,0.780713991769547
P482741,1,0,0,0,0,1,0,0.781317525773196
P421235,1,0,0,1,1,1,0,0.781654085155351
P443358,1,0,0,0,1,1,1,0.781707947019868
P479705,1,0,1,0,1,1,0,0.781954195011338
P481363,1,0,0,0,1,1,1,0.782388068181818
P473133,1,0,0,0,1,1,0,0.782545408163265
P475906,1,0,1,0,1,1,1,0.782862666666667
P500718,1,0,1,1,1,1,0,0.782975842105263
P472455,1,0,0,0,1,1,0,0.783071428571429
P475629,1,0,1,0,1,0,1,0.783377945619335
P480612,1,0,0,0,1,1,1,0.783408493842754
P455241,1,0,0,0,0,1,1,0.783758018018018
P467123,1,0,0,0,1,1,0,0.783929550321199
P461949,1,0,0,0,1,1,0,0.783977797513322
P448544,1,0,1,1,1,0,0,0.784411111111111
P466123,0,0,1,0,1,1,0,0.784634909090909
P443351,1,1,0,0,0,1,0,0.784775394321767
P423150,1,1,0,0,1,1,0,0.784775394321767
P479339,1,1,1,0,0,0,1,0.784993886966551
P504595,1,0,0,0,0,1,0,0.78530509580106
P461537,1,0,0,0,1,1,0,0.78530509580106
P480447,1,0,0,0,1,1,1,0.78570813559322
P415771,0,0,0,0,0,1,0,0.785746234393878
P473160,0,0,0,0,1,1,0,0.785746234393878
P433520,1,0,0,1,1,1,0,0.785903024193548
P503809,1,0,0,0,1,1,0,0.786167045454545
P429516,1,0,0,0,1,1,0,0.786194242803505
P477985,0,0,0,0,1,1,0,0.786433537832311
P500019,1,1,0,0,0,0,0,0.786551300236407
P501157,1,0,1,1,1,1,0,0.786673513513514
P449177,1,0,0,0,1,1,1,0.786704054054054
P479340,1,0,0,0,0,1,0,0.787306934306569
P450290,1,1,1,1,1,0,0,0.787350574712644
P454837,1,1,0,0,1,1,0,0.787558495145631
P471101,1,0,1,0,0,1,1,0.788126838966203
P448185,1,0,1,0,1,0,0,0.789142790697675
P503562,0,0,1,0,1,1,0,0.789564705882353
P475083,1,0,0,1,1,1,0,0.78985
P444057,1,0,0,0,1,1,0,0.789974269005848
P478020,1,0,0,0,1,1,0,0.790320895522388
P472467,1,0,0,0,0,1,0,0.790434444444444
P475194,1,0,0,1,1,1,1,0.790757400722022
P500753,1,1,1,0,1,1,0,0.790970238095238
P503191,1,0,0,0,0,1,1,0.7912703366697
P474377,1,0,0,0,1,1,0,0.7912703366697
P501316,1,1,0,0,1,0,0,0.791391666666667
P500160,1,0,0,0,1,1,1,0.791811688311688
P459300,1,0,0,0,0,1,0,0.792148738738739
P456211,1,0,0,0,1,1,0,0.792148738738739
P482074,1,0,1,0,0,0,1,0.792387885010267
P453929,1,0,1,0,1,1,0,0.79240748502994
P430337,1,1,0,1,1,0,0,0.792518676122932
P469111,1,0,0,1,1,1,1,0.792747916666667
P482061,1,0,0,0,1,1,0,0.792822101449276
P467749,1,0,0,1,1,1,0,0.793020348837209
P479351,1,0,0,0,1,1,0,0.793559550561798
P477961,1,0,0,0,1,0,1,0.794103012048193
P504049,1,0,0,1,1,1,0,0.794217647058824
P500329,0,0,0,0,1,1,0,0.794413402061856
P468813,1,0,0,0,1,1,0,0.794710795454546
P482024,1,1,0,1,1,0,0,0.79471108490566
P480613,1,1,0,1,1,1,0,0.79471108490566
P463106,1,0,0,1,1,1,0,0.79506
P472472,1,0,0,0,0,1,0,0.795204085603113
P469454,1,0,0,0,1,0,0,0.795331343283582
P475190,1,0,0,1,1,1,0,0.795364150943396
P483700,1,0,0,0,1,1,0,0.796289516129032
P472341,1,0,0,0,1,0,0,0.796292
P443359,1,0,0,1,1,1,0,0.79657452631579
P467630,1,0,0,1,1,1,0,0.796585570469799
P445822,1,0,0,0,1,1,1,0.796709090909091
P453930,1,0,0,1,1,0,0,0.797126984126984
P471227,1,0,0,1,1,1,0,0.797305
P505140,1,0,0,0,1,1,0,0.797425531914894
P468658,1,0,0,0,1,1,0,0.797602833333333
P482739,1,0,0,0,1,1,1,0.797901861504095
P443700,1,0,0,0,1,0,0,0.797984357541899
P423136,1,0,0,0,1,1,0,0.797984357541899
P481348,1,0,0,1,1,1,1,0.798217647058824
P472981,1,0,0,0,1,1,0,0.798280790960452
P474844,1,0,0,0,1,1,1,0.7983453125
P474080,1,0,0,1,0,1,0,0.798366666666667
P503927,1,0,1,1,1,1,0,0.79842735042735
P504313,1,0,1,1,1,0,0,0.798554
P457697,1,0,0,0,1,1,0,0.799005128205128
P462891,1,1,0,1,1,1,0,0.799389961389961
P379710,1,1,0,0,1,1,0,0.799426142857143
P454018,0,0,0,0,0,0,0,0.799720548961424
P467137,1,0,0,0,1,1,0,0.799777479338843
P483457,0,0,0,0,0,1,0,0.799903289473684
P501005,1,0,1,0,0,1,0,0.800088870703764
P446421,1,1,0,1,1,1,0,0.800142047244094
P500687,1,0,0,0,0,1,0,0.800184516129032
P477150,1,0,0,1,0,0,0,0.800528571428571
P459299,1,1,0,1,0,1,0,0.800788204887218
P456213,1,1,0,1,0,1,0,0.800788204887218
P455421,1,1,0,0,0,1,0,0.800908695652174
P503683,0,0,0,0,0,1,0,0.801150561797753
P501029,1,0,0,0,0,0,0,0.80146986970684
P500307,1,0,0,1,1,1,0,0.801716029143898
P503726,1,0,1,0,1,1,0,0.801779106858054
P421276,1,1,0,0,1,1,0,0.801879250720461
P482753,1,0,0,0,1,1,1,0.802698984771574
P433973,1,1,0,0,1,1,0,0.802832608695652
P442743,1,0,0,1,1,1,0,0.802947834645669
P500894,1,0,1,0,1,1,0,0.802995317725753
P474823,1,0,0,0,0,0,0,0.803081632653061
P471000,1,0,1,0,1,1,0,0.803156213017751
P481084,1,0,1,1,0,1,0,0.803867157743442
P479839,1,0,1,1,0,1,0,0.803867157743442
P469831,1,0,0,1,1,1,0,0.803881818181818
P484081,1,0,0,1,1,1,1,0.804071653543307
P503814,1,0,0,0,1,1,0,0.804078779069767
P427397,1,0,0,0,0,0,0,0.804085846672283
P504421,1,0,0,0,0,1,0,0.804372666666667
P439055,1,0,0,0,1,1,0,0.804709008327025
P480628,1,0,1,0,0,1,0,0.804767525773196
P482698,1,0,0,0,0,1,0,0.804788235294118
P504064,1,0,0,0,0,1,0,0.80511166180758
P475201,1,0,0,1,1,0,1,0.805181621621622
P473322,1,0,0,0,1,1,1,0.805462210095498
P500744,0,0,0,0,0,0,0,0.805576109936575
P443350,1,1,0,0,0,1,0,0.805777886178862
P423148,1,1,0,0,0,0,1,0.805777886178862
P471226,1,0,1,0,0,0,0,0.806856187766714
P501781,1,0,1,0,1,0,1,0.807495
P462344,1,0,0,0,1,0,1,0.8076053125
P475084,1,0,0,0,0,0,0,0.807610731707317
P463105,1,0,0,1,1,1,0,0.807745677694771
P483692,1,1,0,0,1,0,0,0.80782373540856
P505145,1,0,0,0,0,0,1,0.808104166666667
P475951,1,0,1,0,1,0,1,0.80829175
P471097,1,0,0,0,0,1,0,0.808357692307692
P444970,1,0,0,0,1,0,1,0.808968907563025
P472021,0,0,0,0,0,0,0,0.809054166666667
P442837,1,0,0,0,0,0,1,0.809328095238095
P501166,1,0,1,1,1,1,1,0.809907207207207
P474304,1,1,0,0,0,0,1,0.810010396975425
P466114,1,0,0,1,0,0,1,0.810375698324023
P443369,1,0,0,0,0,0,1,0.810523756906077
P481335,0,0,0,0,0,1,1,0.810599537037037
P481828,1,0,0,0,1,0,0,0.810639215686275
P502966,1,0,1,0,0,0,0,0.810886475409836
P500012,1,0,0,0,1,0,0,0.811752941176471
P423123,1,0,1,0,0,0,1,0.812156634304207
P472050,1,0,0,0,0,0,1,0.812239033816425
P456398,1,0,0,0,1,0,1,0.812307933265237
P475186,1,0,0,0,1,1,1,0.812341304347826
P482696,1,0,1,1,0,0,1,0.812468702290076
P481161,1,0,0,0,0,0,1,0.812835935706085
P505209,1,0,1,0,0,0,1,0.81345
P474116,1,0,0,1,0,1,1,0.813470212765957
P481096,1,0,0,0,0,0,1,0.813479841897233
P423142,1,1,0,0,1,0,1,0.813547196261682
P502977,1,0,0,1,1,0,1,0.8136
P448713,1,0,1,1,1,0,1,0.813825
P502758,1,0,0,1,0,0,1,0.8142825
P504446,1,0,0,0,0,1,1,0.814392592592593
P505210,1,0,0,0,0,0,1,0.814545454545455
P461451,1,0,0,0,1,0,1,0.814648800959233
P481833,1,0,1,0,1,0,1,0.815147521865889
P474109,1,0,0,0,0,0,1,0.81525625
P448932,1,0,0,1,0,0,1,0.815394915254237
P481742,1,0,0,1,1,1,1,0.815797619047619
P456206,1,0,0,1,0,0,1,0.816234825870647
P505160,1,1,0,1,1,0,1,0.8164585
P466661,1,0,0,0,1,1,1,0.816627422680412
P480461,1,0,0,0,1,0,1,0.816813586956522
P479692,1,0,0,1,1,0,1,0.817152014652015
P481832,1,0,0,1,0,0,1,0.817305927835052
P481701,1,0,1,0,0,0,0,0.817386092715232
P503827,1,0,1,0,0,1,1,0.817793886462882
P410755,1,0,1,0,1,0,1,0.817991346153846
P443352,1,0,0,0,0,0,1,0.818362391304348
P423688,1,0,0,0,0,0,1,0.818362391304348
P466134,1,1,0,0,0,0,1,0.818688449367089
P448202,1,0,1,1,1,0,1,0.818721119324182
P455929,1,0,0,0,0,1,1,0.818788823529412
P474110,1,1,0,1,1,0,1,0.818983333333333
P482552,1,1,1,0,0,0,0,0.819078468899522
P469514,1,0,0,0,0,0,1,0.819727272727273
P503923,1,0,0,1,0,0,0,0.820089204545455
P474340,1,0,0,0,1,1,0,0.820136511627907
P472468,1,0,0,0,0,0,1,0.820359775967414
P480191,1,0,0,0,1,0,0,0.820579166666667
P503652,1,0,0,0,1,0,1,0.820661818181818
P462339,1,0,1,1,1,0,0,0.820981742738589
P456412,1,0,0,0,0,0,0,0.821020759675108
P503999,1,0,0,1,1,1,1,0.8211326
P466122,1,0,0,0,0,0,1,0.821176955307263
P504320,1,0,1,0,1,0,0,0.821475
P457005,1,0,0,0,0,0,1,0.821554851889683
P481973,1,0,1,0,0,1,0,0.82173
P481162,1,0,0,1,1,0,1,0.821753539823009
P443370,1,0,0,0,0,0,1,0.821885899513776
P471033,0,0,0,0,0,0,1,0.822385167464115
P482068,1,0,0,0,0,0,1,0.822464912280702
P479313,1,0,0,1,0,0,0,0.822575177304965
P471009,1,0,0,1,1,1,0,0.8229640625
P503891,1,0,0,0,0,0,1,0.8230476
P448546,1,0,0,0,0,0,0,0.823122222222222
P482746,1,0,0,0,1,0,0,0.823154545454546
P423135,1,0,0,0,0,0,1,0.823206637168142
P504309,1,0,0,0,1,1,1,0.823430337078652
P450587,1,0,0,0,0,1,1,0.823818181818182
P482740,1,0,0,0,1,0,1,0.824019565217391
P502761,1,0,0,0,0,0,0,0.824107343412527
P470221,1,0,0,0,0,1,0,0.824237704918033
P474121,1,0,0,0,0,0,0,0.824605434782609
P483699,1,0,1,0,1,0,0,0.824649342105263
P500002,1,0,1,1,1,0,0,0.824720895522388
P469213,1,1,0,0,0,0,1,0.825289841986456
P471111,1,0,0,0,0,1,1,0.825320779220779
P457002,0,0,0,1,0,1,0,0.82548115942029
P504892,1,0,0,0,0,0,0,0.825860240963856
P503642,1,0,0,0,1,0,1,0.826
P504433,1,0,0,0,1,0,0,0.826112962962963
P504639,1,0,0,0,0,0,0,0.826270333333333
P483127,1,0,0,0,1,1,1,0.826634666666667
P408230,1,0,0,1,0,0,0,0.826695597484277
P504986,1,0,0,0,1,0,0,0.827388333333333
P482681,1,0,0,0,0,0,1,0.827487186629527
P470506,1,0,0,0,0,0,0,0.827827382753404
P469520,1,0,0,0,1,1,1,0.8279735
P442858,1,0,0,0,1,0,0,0.829794561688312
P482676,1,0,0,1,0,0,1,0.829857004830918
P472024,1,0,0,0,0,0,0,0.830282258064516
P483664,1,1,0,0,0,0,1,0.830311666666667
P478021,1,0,0,0,0,1,0,0.8303625
P448553,1,0,0,1,0,0,0,0.830518181818182
P483701,1,0,0,0,1,0,0,0.830891666666667
P505338,1,0,1,0,0,1,1,0.831064
P482742,1,0,0,0,0,0,0,0.831870420168067
P475183,1,0,0,0,1,0,0,0.832186274509804
P481145,1,1,1,0,0,0,1,0.832310582010582
P479971,1,0,1,1,1,1,0,0.832371973466003
P478239,1,0,0,0,0,0,0,0.832454861111111
P475124,1,1,0,0,0,0,1,0.832651944444445
P471237,1,0,0,0,1,0,0,0.832678606965174
P411403,1,1,1,0,1,0,1,0.832810293526337
P475143,1,0,1,0,1,1,0,0.832815068493151
P500778,1,0,0,0,1,0,0,0.832855474452555
P415619,1,1,1,1,0,0,0,0.833434111187371
P468369,1,0,1,0,1,1,0,0.833556976744186
P505024,1,0,0,0,1,0,0,0.833690985324948
P476414,1,0,1,0,1,0,0,0.833698547356188
P423163,1,0,0,0,1,0,1,0.834188235294118
P448184,1,0,1,0,0,1,1,0.834524729241877
P500102,1,1,0,0,1,0,0,0.834618902439024
P481697,1,0,0,0,0,0,1,0.834934946236559
P270594,1,0,0,0,1,1,0,0.835320255739611
P503991,1,0,0,0,0,0,0,0.835338461538462
P504026,1,0,0,0,0,0,1,0.835338461538462
P445832,1,0,0,1,0,0,0,0.836137153419593
P500420,1,0,0,0,1,0,0,0.83618358974359
P471535,1,1,0,0,1,0,1,0.836499355877617
P470535,1,0,1,0,1,0,1,0.837245081967213
P482692,1,0,0,0,0,1,1,0.837271061093248
P500039,1,0,1,1,0,0,1,0.837321681415929
P482510,1,0,1,0,0,0,1,0.837563
P458917,1,1,0,0,0,0,0,0.838089534883721
P455614,0,0,0,0,0,1,0,0.83847245508982
P480445,1,0,0,0,0,0,1,0.8385
P504125,1,0,0,0,0,0,1,0.838714855072464
P503926,1,0,0,0,0,1,1,0.838794805194805
P482264,1,0,0,0,0,0,0,0.838913010204082
P474075,1,0,0,0,0,0,1,0.839007331378299
P479946,1,0,0,1,0,1,0,0.839075
P482540,1,0,1,0,1,0,1,0.839140685224839
P455237,1,0,0,0,1,0,1,0.839307956989247
P466142,1,0,0,0,1,0,1,0.83948692247455
P470227,1,0,0,1,0,0,1,0.839594751381215
P504073,1,0,0,0,1,0,0,0.839932105263158
P446638,1,1,0,0,0,1,1,0.840475221238938
P470058,1,0,0,0,0,0,1,0.840692366412214
P504071,1,0,0,1,0,0,0,0.840696956521739
P501190,1,0,1,0,1,0,1,0.840813095238095
P504043,1,1,0,0,0,1,0,0.841444174757282
P474832,1,1,0,0,0,0,1,0.841780833333333
P501421,1,0,0,0,0,0,1,0.841814678899083
P466155,1,1,0,0,0,0,1,0.842041840402588
P480160,1,0,0,0,0,1,0,0.842065714285714
P483697,1,0,0,0,1,0,1,0.842148936170213
P479352,1,0,1,0,0,0,0,0.842620547945206
P505174,1,0,0,0,0,0,1,0.8427
P505142,1,0,0,0,0,1,1,0.84288431372549
P457854,1,0,0,0,0,0,1,0.843021052631579
P474967,1,0,0,0,1,0,0,0.8432875
P456395,1,0,0,0,0,0,1,0.843641258741259
P456194,1,0,0,0,1,0,0,0.844165803108808
P474122,1,0,0,1,1,0,1,0.84424
P500116,1,0,0,0,1,0,1,0.8443
P504315,1,0,1,0,0,1,0,0.844384239130435
P476010,1,0,1,0,0,0,1,0.844384239130435
P500055,1,0,0,0,1,0,0,0.845187081339713
P505233,1,0,0,0,0,1,0,0.845330864197531
P429242,1,0,0,0,1,0,1,0.845395555555556
P503657,1,0,0,0,0,0,1,0.845677272727273
P472025,1,0,0,0,0,1,0,0.846015306122449
P443366,1,1,0,0,0,0,1,0.846283687943262
P505009,1,0,0,0,1,0,1,0.846488571428572
P481972,1,0,0,0,1,1,1,0.846496613190731
P476729,1,1,0,0,0,0,1,0.84671801432958
P469538,1,1,0,0,0,0,0,0.84671801432958
P386197,1,0,0,1,0,0,1,0.846810694529809
P476677,1,0,1,0,0,0,0,0.84688
P500777,1,1,0,0,0,1,0,0.847292
P504199,1,0,0,0,0,0,1,0.847409433962264
P505131,1,0,1,0,1,0,0,0.84761935483871
P501254,1,0,1,0,0,0,1,0.847977384196185
P500756,1,0,0,0,0,0,0,0.848469800569801
P483696,1,0,0,0,1,1,1,0.848596428571429
P501581,1,0,0,0,0,1,0,0.849476666666667
P476675,1,0,1,0,0,1,1,0.84951884057971
P472451,1,0,0,0,0,0,0,0.849595031055901
P504506,1,1,0,0,0,0,0,0.849705555555556
P469110,1,1,0,0,1,0,1,0.849744444444445
P501236,1,0,0,0,1,0,1,0.849965632458234
P482675,1,0,1,0,0,1,0,0.850022772277228
P475195,1,0,1,1,1,1,1,0.850033333333333
P481831,1,1,1,0,1,0,0,0.850462108262108
P503651,1,0,0,0,1,0,1,0.850505014749262
P455612,1,0,0,0,1,0,1,0.851349700598802
P435209,1,0,0,0,1,1,1,0.85180101010101
P465741,1,0,0,0,1,0,1,0.851946131805158
P479645,1,0,0,0,1,0,0,0.852059587628866
P502046,1,0,1,0,0,1,0,0.852851260504202
P480285,1,0,0,0,1,0,1,0.852972277227723
P503690,1,0,0,0,0,0,1,0.853044144144144
P404793,1,1,0,0,1,0,1,0.853698138572906
P505711,1,0,0,0,0,0,1,0.854538
P501282,1,0,0,0,1,1,0,0.854719453924915
P476513,1,0,0,0,1,0,0,0.855108016194332
P474953,1,0,0,0,1,0,1,0.855108016194332
P503668,1,0,1,0,1,0,0,0.855273903508772
P481743,1,0,0,0,1,1,1,0.855279545454545
P504045,1,0,0,0,1,0,0,0.855944324324324
P502852,1,0,0,0,1,0,0,0.855970857142857
P468640,1,0,0,0,1,0,0,0.856065917602996
P474057,1,0,0,0,0,0,0,0.856115789473684
P500614,0,0,0,0,0,1,1,0.856134020618557
P483694,1,0,0,0,0,0,0,0.856375
P505031,1,0,1,0,1,0,0,0.856596935933148
P505452,1,0,1,0,1,0,0,0.857276543209877
P500705,1,0,0,0,0,1,1,0.857366666666667
P501321,1,0,0,0,0,0,0,0.857366894197952
P475193,1,0,0,0,1,1,1,0.85746170212766
P482755,1,0,0,0,0,0,0,0.857763888888889
